respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Выберите язык,Возраст (количество полных лет),Пол,На каком предприятии Вы работаете?,,"Укажите компанию, в которой Вы работаете:",,К какой категории сотрудников Вы относитесь?,"Я испытываю напряжение, мне не по себе","Мне страшно. Кажется, будто что-то ужасное может вот-вот случиться",Беспокойные мысли крутятся у меня в голове,Я легко могу сесть и расслабиться,Я испытываю внутреннее напряжение или дрожь,"Я испытываю неусидчивость, словно мне постоянно нужно двигаться",У меня бывает внезапное чувство паники,"То, что приносило мне большое удовольствие, и сейчас вызывает у меня такое же чувство",Я способен рассмеяться и увидеть в том или ином событии смешное,Я чувствую себя бодрым,"Мне кажется, что я стал все делать очень медленно",Я не слежу за своей внешностью,"Я считаю, что мои дела (занятия, увлечения) могут принести мне чувство удовлетворения","Я могу получить удовольствие от хорошей книги, фильма, радио- или телепрограммы",Нуждаетесь ли Вы в психологической помощи?,"По вашему мнению, нуждаются ли ваши близкие в психологической помощи?","Знакомы ли вы с программой ERG Balance, программой психологической поддержки работников Группы?     ",Что бы вы хотели видеть в программе психологической поддержки работников Группы?,Жасы (толық жас саны),Сіздің жынысыңыз,На каком предприятии Вы работаете?,,Қандай компанияда жұмыс істейтініңізді көрсетіңіз,,Сіз қызметкерлердің қай санатына жатасыз?,"Мен қобалжушылықты сезінем, өзімді жайсыз сезінемін",Маған қорқынышты. Қорқынышты нәрсе болуы мүмкін сияқты,Басыма мазасыз ойлар келеді,"Мен отырып, бойымды еркін ұстай аламын",Мен ішкі қобалжуды немесе қорқынышты сезінемін,"Мен орнықсыздықты сезінемін, үнемі қозғалыста болуым керек сияқты",Менде кенеттен үрей пайда болады,"Бұрын маған үлкен рахат сыйлаған нәрсе, қазір де сондай сезімді сыйлайды",Мен күле аламын және сол немесе басқа оқиғада күлкілі нәрсені көре аламын,Мен өзімді сергек сезінемін,"Менің ойымша, мен бәрін өте баяу істей бастадым",Мен сыртқы келбетімді қадағаламаймын,"Менің істерім (іс-әрекеттерім, әуесқойлығым) маған қанағат сезімін сыйлайды деп санаймын","Мен жақсы кітап, фильм, радио немесе теледидар бағдарламасынан ләззат ала аламын",Сізге психологиялық көмек қажет пе?,Сіздің ойыңызша жақындарыңыз психологиялық көмекке мұқтаж ба?,Сіз ERG қызметкерлеріне психологиялық қолдау көрсету ERG Balance бағдарламасымен таныссыз ба?,ERG қызметкерлеріне психологиялық қолдау көрсету бағдарламасында не көргіңіз келеді?
118685865910,457631337,09/06/2024 04:41:05 PM,09/06/2024 04:49:21 PM,37.208.46.154,,,,,Русский,39,Женщина,ERG Service (РММЗ),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"определенно, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",очень редко,часто,"я не уделяю этому столько времени, сколько нужно","точно так, как и обычно",часто,Нет,Нет,Нет,не знаю,,,,,,,,,,,,,,,,,,,,,,,,,
118685868876,457631337,09/06/2024 04:47:09 PM,09/06/2024 04:49:05 PM,95.58.132.216,,,,,Русский,38,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,"наверное, это так",совсем не испытываю,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",иногда,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685843843,457631337,09/06/2024 03:57:49 PM,09/06/2024 04:48:36 PM,178.170.236.70,,,,,Русский,39,Мужчина,ЕЭК (Электрическая станция),,,,Руководитель,совсем не испытываю,совсем не испытываю,только иногда,лишь изредка это так,совсем не испытываю,совсем не испытываю,совсем не бывает,"наверное, это так",совсем не способен,практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Всё нормально ,,,,,,,,,,,,,,,,,,,,,,,,,
118685867189,457631337,09/06/2024 04:43:40 PM,09/06/2024 04:47:34 PM,212.154.197.132,,,,,Русский,54,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Специалист,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Больше практических рекомендаций,,,,,,,,,,,,,,,,,,,,,,,,,
118685864301,457631337,09/06/2024 04:38:02 PM,09/06/2024 04:45:41 PM,89.43.23.106,,,,,Русский,35,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"определенно, это так",иногда,совсем не испытываю,не так уж часто,"определенно, это так","определенно, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,"Квалифицированных специалистов, профессиональный подход индивидуально. ",,,,,,,,,,,,,,,,,,,,,,,,,
118685866449,457631337,09/06/2024 04:42:34 PM,09/06/2024 04:45:17 PM,178.170.236.79,,,,,Русский,22,Женщина,ЕЭК (Электрическая станция),,,,Специалист,"время от времени, иногда",совсем не испытываю,время от времени,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,"наверное, это так","наверное, это так",иногда,иногда,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",иногда,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685865271,457631337,09/06/2024 04:40:08 PM,09/06/2024 04:43:34 PM,62.122.5.224,,,,,Русский,33,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда","да, это так, но страх не очень сильный",время от времени,"наверное, это так",иногда,"наверное, это так",не так уж часто,"наверное, это так","наверное, это так",иногда,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Помощь в любой ситуации ,,,,,,,,,,,,,,,,,,,,,,,,,
118685863652,457631337,09/06/2024 04:36:50 PM,09/06/2024 04:43:05 PM,62.122.0.104,,,,,Русский,48,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"наверное, это так",совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,лишь в очень малой степени это так,"определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Всё хорошо ,,,,,,,,,,,,,,,,,,,,,,,,,
118685862758,457631337,09/06/2024 04:34:51 PM,09/06/2024 04:40:12 PM,62.122.105.174,,,,,Русский,52,Женщина,КЭЗ,,,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,"определенно, это так",иногда,совсем не испытываю,не так уж часто,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Нет,Незнаю ,,,,,,,,,,,,,,,,,,,,,,,,,
118685861403,457631337,09/06/2024 04:30:49 PM,09/06/2024 04:36:22 PM,2.135.84.133,,,,,Русский,37,Женщина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,"иногда, но это меня не беспокоит",только иногда,лишь изредка это так,совсем не испытываю,совсем не испытываю,совсем не бывает,это совсем не так,лишь в очень малой степени это так,практически все время,совсем нет,"я слежу за собой так же, как и раньше","да, но не в той степени, как раньше",часто,Нет,Нет,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,
118685861811,457631337,09/06/2024 04:33:05 PM,09/06/2024 04:36:21 PM,164.0.113.144,,,,,Русский,37,Мужчина,КЭЗ,,,,Руководитель,совсем не испытываю,совсем не испытываю,время от времени,лишь изредка это так,совсем не испытываю,лишь в очень малой степени это так,совсем не бывает,"наверное, это так","определенно, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Мотивацию на развитие,,,,,,,,,,,,,,,,,,,,,,,,,
